Data,GHI_kWh_m2_dia,Temp_Media_C,Temp_Min_C,Temp_Max_C
2022-01-01,3.9509,21.33,17.8,25.27
2022-01-02,4.475,23.06,18.9,28.02
2022-01-03,4.2677,23.38,19.36,28.38
2022-01-04,4.625,22.88,20.72,26.49
2022-01-05,5.0383,22.66,19.38,26.66
2022-01-06,4.315,21.73,18.51,25.47
2022-01-07,2.6119,21.12,18.3,25.14
2022-01-08,4.2314,21.68,17.38,27.71
2022-01-09,2.4072,20.58,16.45,26.41
2022-01-10,3.3715,21.84,17.44,26.25
2022-01-11,4.23,20.29,17.96,22.38
2022-01-12,4.4602,21.41,17.08,25.65
2022-01-13,7.295,23.08,18.33,27.61
2022-01-14,7.109,23.43,19.82,27.75
2022-01-15,5.1389,22.4,19.77,25.25
2022-01-16,4.2547,22.46,18.77,27.67
2022-01-17,6.6089,22.93,18.34,27.67
2022-01-18,7.4714,23.93,18.72,28.57
2022-01-19,6.4039,24.18,19.71,28.33
2022-01-20,7.5713,24.65,19.4,29.76
2022-01-21,7.2295,24.97,19.72,30.2
2022-01-22,7.4321,24.96,19.24,30.51
2022-01-23,7.4635,25.55,20.92,30.16
2022-01-24,7.1141,25.17,20.87,30.08
2022-01-25,7.6718,24.25,21.52,28.42
2022-01-26,6.3238,23.49,19.98,28.01
2022-01-27,6.6859,23.77,19.2,28.66
2022-01-28,6.1382,23.03,19.7,26.34
2022-01-29,2.6777,21.87,19.69,24.94
2022-01-30,2.1329,21.9,19.34,25.43
2022-01-31,2.9393,21.31,18.85,24.73
2022-02-01,3.5215,21.83,18.79,25.92
2022-02-02,3.3046,21.96,19.06,25.54
2022-02-03,4.7628,21.54,19.09,25.65
2022-02-04,5.6897,21.9,18.79,25.21
2022-02-05,4.3927,23.4,19.15,27.89
2022-02-06,4.6342,22.55,19.92,25.76
2022-02-07,3.1334,22.28,17.92,26.29
2022-02-08,5.0095,21.27,17.09,26.81
2022-02-09,4.2965,20.87,14.63,27.49
2022-02-10,4.686,22.32,16.13,28.24
2022-02-11,5.0225,22.81,17.46,27.87
2022-02-12,6.0377,22.95,18.76,28.15
2022-02-13,6.2623,23.46,19.14,28.34
2022-02-14,5.725,24.12,19.23,29.89
2022-02-15,6.1714,23.43,18.01,29.0
2022-02-16,6.9526,22.94,17.59,28.97
2022-02-17,5.7792,22.83,18.4,27.34
2022-02-18,4.0138,20.83,17.98,24.24
2022-02-19,4.5758,22.06,16.63,27.03
2022-02-20,5.7379,22.49,17.48,27.14
2022-02-21,5.881,23.29,17.88,28.31
2022-02-22,6.8834,24.75,18.94,30.45
2022-02-23,7.0697,24.13,19.16,28.57
2022-02-24,6.6379,24.08,20.49,29.16
2022-02-25,6.8738,24.53,19.3,30.99
2022-02-26,6.6773,24.17,19.98,29.79
2022-02-27,7.2742,24.21,19.25,29.22
2022-02-28,6.8342,24.47,19.3,29.5
2022-03-01,6.8302,23.95,19.59,28.76
2022-03-02,7.3978,23.86,17.86,29.76
2022-03-03,6.883,24.16,18.48,29.55
2022-03-04,6.9679,23.96,18.9,29.08
2022-03-05,6.3058,24.01,18.89,28.82
2022-03-06,6.7243,24.11,19.02,28.88
2022-03-07,6.978,24.37,19.81,29.37
2022-03-08,6.3014,24.33,19.9,29.22
2022-03-09,5.0626,24.32,19.78,29.42
2022-03-10,5.9669,23.75,19.24,28.48
2022-03-11,5.2944,23.43,19.74,28.28
2022-03-12,4.4806,24.15,19.85,28.49
2022-03-13,5.1194,22.7,19.67,25.91
2022-03-14,3.9941,22.55,18.48,27.01
2022-03-15,5.0734,23.6,19.59,28.22
2022-03-16,5.9935,24.09,20.43,29.05
2022-03-17,5.9827,23.93,19.41,28.55
2022-03-18,6.3401,24.89,20.04,30.25
2022-03-19,5.785,23.14,20.54,26.17
2022-03-20,3.1817,21.85,19.09,26.37
2022-03-21,5.0647,20.98,16.97,26.09
2022-03-22,6.9588,20.61,14.66,27.15
2022-03-23,5.7874,21.89,16.44,28.25
2022-03-24,6.4255,23.4,17.83,29.4
2022-03-25,5.8735,24.31,19.62,29.5
2022-03-26,4.1364,23.31,19.13,27.75
2022-03-27,4.5967,23.05,19.75,27.47
2022-03-28,4.6507,22.84,19.49,27.07
2022-03-29,6.3571,23.39,18.9,28.66
2022-03-30,5.6143,23.57,18.34,29.03
2022-03-31,4.6346,22.92,18.2,28.13
2022-04-01,2.4449,19.83,16.9,24.25
2022-04-02,4.8048,21.54,16.83,27.56
2022-04-03,5.3964,23.03,18.22,28.74
2022-04-04,5.4516,23.5,18.37,29.08
2022-04-05,4.7731,23.92,19.36,29.72
2022-04-06,5.3868,23.08,18.51,29.72
2022-04-07,5.0148,22.95,17.86,29.83
2022-04-08,4.6939,24.01,18.41,30.23
2022-04-09,4.6954,23.0,20.25,27.6
2022-04-10,5.5202,22.82,19.01,28.43
2022-04-11,5.2392,22.81,17.82,29.2
2022-04-12,3.9504,23.17,18.3,28.95
2022-04-13,4.937,23.09,18.7,28.5
2022-04-14,4.8094,21.8,17.48,27.16
2022-04-15,5.6441,18.27,12.01,25.63
2022-04-16,6.4073,16.48,8.37,25.53
2022-04-17,6.1786,18.21,11.37,26.47
2022-04-18,5.555,19.36,12.02,27.45
2022-04-19,5.5543,20.62,14.79,27.87
2022-04-20,5.2375,20.92,15.17,27.73
2022-04-21,5.466,20.63,14.33,28.1
2022-04-22,5.0678,21.86,15.48,29.25
2022-04-23,5.3246,22.36,16.82,29.27
2022-04-24,5.6671,22.4,17.1,30.05
2022-04-25,4.4311,22.2,16.72,29.28
2022-04-26,5.1998,22.95,17.66,30.29
2022-04-27,5.268,22.29,16.68,29.48
2022-04-28,5.651,22.47,16.52,29.98
2022-04-29,5.2524,22.26,16.02,30.54
2022-04-30,3.2909,20.89,17.03,26.76
2022-05-01,4.4386,21.95,17.78,28.28
2022-05-02,4.1628,22.35,16.26,29.73
2022-05-03,4.95,22.85,17.23,29.77
2022-05-04,1.3358,17.53,12.19,22.1
2022-05-05,5.6026,15.51,9.01,23.29
2022-05-06,5.603,17.72,11.45,26.53
2022-05-07,5.0359,18.49,10.77,27.81
2022-05-08,4.1762,19.6,12.91,27.43
2022-05-09,4.2418,19.73,14.22,26.95
2022-05-10,4.956,19.4,12.5,26.95
2022-05-11,2.1024,19.37,14.21,25.92
2022-05-12,4.0406,19.23,14.66,25.76
2022-05-13,5.1895,18.86,12.12,27.56
2022-05-14,4.3838,19.35,12.67,28.14
2022-05-15,1.9651,19.8,15.73,25.78
2022-05-16,2.7379,18.87,14.99,24.29
2022-05-17,4.6152,13.12,6.16,20.11
2022-05-18,5.1737,9.48,3.09,16.23
2022-05-19,2.9424,10.34,5.09,17.45
2022-05-20,5.2426,12.61,4.52,21.09
2022-05-21,4.5365,13.89,5.91,22.73
2022-05-22,5.0518,14.81,8.11,23.69
2022-05-23,4.7981,16.53,10.45,24.99
2022-05-24,4.7446,17.29,10.97,26.01
2022-05-25,4.6661,16.64,11.25,24.51
2022-05-26,4.0906,17.26,11.1,25.36
2022-05-27,4.2082,17.74,12.21,25.24
2022-05-28,3.8834,17.37,12.89,23.99
2022-05-29,4.7806,18.73,11.8,27.75
2022-05-30,4.1126,20.64,13.93,28.95
2022-05-31,3.559,18.92,15.77,23.66
2022-06-01,3.7435,21.56,15.79,28.35
2022-06-02,4.0322,21.13,16.19,28.0
2022-06-03,3.5537,19.35,14.17,25.52
2022-06-04,4.6385,18.14,11.98,26.3
2022-06-05,4.247,18.07,11.3,27.08
2022-06-06,4.3488,19.11,12.53,27.05
2022-06-07,4.2271,20.08,13.01,27.76
2022-06-08,2.8258,19.38,15.89,24.67
2022-06-09,2.0258,19.57,15.34,25.77
2022-06-10,2.5166,18.93,15.99,24.14
2022-06-11,2.5872,17.34,13.15,22.81
2022-06-12,3.3653,14.85,9.5,22.64
2022-06-13,4.4878,11.88,7.07,18.56
2022-06-14,4.2122,14.0,6.86,24.37
2022-06-15,4.4611,17.3,10.0,26.19
2022-06-16,4.6078,18.38,11.28,27.34
2022-06-17,4.723,18.22,10.99,28.1
2022-06-18,1.9452,17.78,12.98,24.4
2022-06-19,3.3353,17.9,11.92,25.84
2022-06-20,3.2297,18.29,12.83,26.24
2022-06-21,4.379,19.51,13.69,27.92
2022-06-22,4.5367,19.68,13.68,28.7
2022-06-23,4.6418,19.3,12.76,28.7
2022-06-24,4.5374,19.37,12.06,28.93
2022-06-25,4.5686,18.74,12.47,27.45
2022-06-26,4.0855,17.82,12.41,25.16
2022-06-27,4.3198,17.44,10.84,25.73
2022-06-28,4.4654,18.86,12.33,27.08
2022-06-29,4.3577,18.62,11.94,27.51
2022-06-30,4.6418,18.03,11.88,26.3
2022-07-01,4.6032,18.24,10.39,27.6
2022-07-02,4.6234,19.7,12.96,29.17
2022-07-03,4.6855,20.32,13.99,29.47
2022-07-04,4.765,19.17,12.58,28.56
2022-07-05,4.7702,18.48,11.52,27.93
2022-07-06,4.7357,18.64,11.88,27.51
2022-07-07,4.5228,19.44,13.08,28.38
2022-07-08,4.5216,19.5,12.75,28.21
2022-07-09,4.6918,18.5,12.6,26.87
2022-07-10,4.2895,19.0,12.58,26.31
2022-07-11,4.7114,19.06,13.08,26.73
2022-07-12,3.9422,20.26,13.22,28.64
2022-07-13,3.7963,20.39,13.04,28.94
2022-07-14,4.2679,19.88,14.77,27.13
2022-07-15,4.1782,20.51,14.3,28.66
2022-07-16,3.9362,21.77,14.6,30.57
2022-07-17,4.5631,23.33,16.01,31.63
2022-07-18,4.7225,22.01,16.02,30.51
2022-07-19,4.7568,20.91,13.27,29.43
2022-07-20,4.7414,21.05,14.47,29.44
2022-07-21,4.6474,20.48,14.54,28.35
2022-07-22,4.9231,20.29,13.52,29.32
2022-07-23,4.9397,20.54,13.16,29.52
2022-07-24,4.9555,20.81,13.49,29.86
2022-07-25,5.0566,20.99,13.6,29.93
2022-07-26,5.0376,20.99,13.59,30.0
2022-07-27,5.0393,20.45,13.34,29.04
2022-07-28,4.7616,20.46,12.85,29.79
2022-07-29,3.9271,21.07,14.37,29.84
2022-07-30,5.13,18.0,12.04,26.33
2022-07-31,5.2649,18.78,11.03,28.63
2022-08-01,4.1839,20.93,14.12,28.79
2022-08-02,4.8792,22.22,16.38,30.45
2022-08-03,5.1626,21.29,13.13,30.42
2022-08-04,4.3774,21.35,15.81,28.53
2022-08-05,4.6193,22.31,14.94,31.57
2022-08-06,4.5955,22.52,16.06,30.63
2022-08-07,3.5741,23.46,17.78,31.28
2022-08-08,0.9446,20.4,17.54,24.74
2022-08-09,1.9135,19.93,15.82,26.25
2022-08-10,2.6198,14.51,9.06,18.12
2022-08-11,5.0779,13.57,7.86,21.92
2022-08-12,5.7115,15.8,8.81,25.23
2022-08-13,5.6621,17.75,9.98,27.63
2022-08-14,5.695,19.1,11.95,28.49
2022-08-15,5.8243,19.26,12.25,28.52
2022-08-16,4.9354,21.8,14.56,30.52
2022-08-17,3.3329,22.44,15.78,30.5
2022-08-18,5.0249,23.04,16.25,32.19
2022-08-19,3.0818,16.25,10.75,21.14
2022-08-20,2.1818,14.64,10.32,20.02
2022-08-21,5.0978,17.87,11.91,25.46
2022-08-22,5.6177,19.29,12.4,27.64
2022-08-23,5.7655,19.34,11.56,27.8
2022-08-24,4.2619,19.97,13.05,27.37
2022-08-25,3.5616,20.76,14.57,27.94
2022-08-26,4.0716,20.79,15.05,28.42
2022-08-27,5.6551,22.27,15.43,30.81
2022-08-28,5.8776,22.66,15.06,32.19
2022-08-29,4.9771,17.83,11.29,26.51
2022-08-30,4.7983,16.64,10.06,25.25
2022-08-31,6.2779,17.92,10.62,27.73
2022-09-01,6.4738,19.03,10.29,29.13
2022-09-02,6.4435,21.76,12.57,31.67
2022-09-03,5.5339,23.04,14.55,33.26
2022-09-04,5.1775,20.27,13.61,29.91
2022-09-05,5.195,21.27,14.77,30.33
2022-09-06,4.883,20.5,15.35,27.29
2022-09-07,5.6222,21.58,14.6,29.68
2022-09-08,5.6213,23.94,16.05,32.55
2022-09-09,5.6513,25.81,17.11,34.36
2022-09-10,5.4629,26.44,19.65,35.98
2022-09-11,4.9229,22.95,16.42,31.78
2022-09-12,5.0198,24.5,16.7,34.42
2022-09-13,5.119,26.77,20.0,35.17
2022-09-14,2.791,22.43,17.68,26.56
2022-09-15,3.167,20.53,16.02,28.07
2022-09-16,1.6524,19.01,14.4,26.85
2022-09-17,6.589,18.87,11.88,28.36
2022-09-18,7.0231,19.59,11.25,30.22
2022-09-19,6.6636,22.52,12.79,34.01
2022-09-20,4.3051,23.73,16.2,32.35
2022-09-21,3.4073,25.16,17.71,33.22
2022-09-22,2.2157,22.25,17.72,25.98
2022-09-23,6.8338,18.92,12.44,27.5
2022-09-24,7.3318,18.44,9.06,29.41
2022-09-25,6.4999,21.53,11.84,32.05
2022-09-26,3.6408,21.34,17.36,27.34
2022-09-27,2.8958,21.85,18.32,28.45
2022-09-28,1.301,20.16,15.46,25.42
2022-09-29,4.0001,20.16,13.57,28.56
2022-09-30,3.3883,21.17,14.82,28.37
2022-10-01,4.633,22.03,16.76,29.12
2022-10-02,6.5494,22.75,15.91,30.59
2022-10-03,5.6484,22.58,15.36,29.92
2022-10-04,5.1648,22.49,18.47,27.93
2022-10-05,6.7572,23.16,15.83,31.55
2022-10-06,5.7437,24.59,17.59,32.94
2022-10-07,2.8891,21.8,16.56,27.84
2022-10-08,5.7442,21.5,15.59,28.36
2022-10-09,2.4854,20.76,17.58,24.47
2022-10-10,3.8222,21.01,17.66,24.81
2022-10-11,4.8617,24.33,18.2,32.12
2022-10-12,6.3636,25.11,19.27,33.05
2022-10-13,6.942,24.6,17.72,32.87
2022-10-14,7.6718,24.98,17.21,34.04
2022-10-15,6.8731,22.95,16.48,31.46
2022-10-16,6.0262,23.4,18.34,30.23
2022-10-17,5.6194,24.18,17.33,31.8
2022-10-18,4.5007,23.16,19.07,29.0
2022-10-19,1.8818,22.56,18.81,27.3
2022-10-20,6.7258,24.44,17.15,31.88
2022-10-21,2.6642,22.74,19.65,27.27
2022-10-22,6.4399,23.42,17.84,29.77
2022-10-23,6.9994,23.27,15.36,31.53
2022-10-24,6.965,23.74,16.72,31.54
2022-10-25,7.5,23.26,16.28,31.55
2022-10-26,7.4945,24.17,16.67,32.13
2022-10-27,6.4238,25.87,18.07,34.05
2022-10-28,5.1518,25.68,20.35,31.63
2022-10-29,6.7481,25.66,19.62,31.81
2022-10-30,5.3333,24.75,20.03,30.88
2022-10-31,3.2167,24.88,19.48,30.11
2022-11-01,3.9835,20.33,14.27,25.69
2022-11-02,2.3911,16.64,12.52,22.68
2022-11-03,3.6991,15.77,11.64,21.61
2022-11-04,7.0114,17.41,9.55,25.52
2022-11-05,7.5799,18.31,11.35,25.73
2022-11-06,5.2224,18.61,12.29,25.85
2022-11-07,5.8342,19.13,13.11,26.53
2022-11-08,5.4086,20.06,12.18,28.28
2022-11-09,5.1204,21.88,13.83,29.62
2022-11-10,6.9449,24.1,16.32,31.12
2022-11-11,5.9578,24.83,17.47,32.45
2022-11-12,6.6739,24.45,19.46,30.37
2022-11-13,6.2614,24.93,17.31,33.34
2022-11-14,4.3063,24.54,20.22,29.76
2022-11-15,5.2802,24.64,19.87,30.12
2022-11-16,6.7286,24.19,17.7,31.98
2022-11-17,7.9622,22.56,14.38,31.34
2022-11-18,7.7738,22.5,14.94,30.78
2022-11-19,6.2779,20.18,15.33,26.29
2022-11-20,7.307,23.45,16.33,31.06
2022-11-21,7.5595,24.55,17.57,31.58
2022-11-22,6.564,24.05,20.4,30.85
2022-11-23,4.7323,24.01,19.33,29.39
2022-11-24,6.3547,23.35,18.73,28.56
2022-11-25,5.191,21.0,16.65,27.33
2022-11-26,6.665,21.36,14.81,28.1
2022-11-27,7.0061,22.72,15.23,30.18
2022-11-28,4.2314,21.97,17.05,28.0
2022-11-29,4.3594,21.52,17.25,26.69
2022-11-30,4.9567,22.82,17.76,27.95
2022-12-01,6.1411,23.8,18.36,29.42
2022-12-02,5.5502,23.11,19.67,27.69
2022-12-03,4.4918,21.86,20.07,24.59
2022-12-04,3.7486,21.94,19.43,25.75
2022-12-05,3.193,21.48,19.66,24.47
2022-12-06,3.4644,22.41,19.29,27.02
2022-12-07,4.1117,22.82,18.46,28.26
2022-12-08,8.5894,22.24,15.62,28.6
2022-12-09,8.7341,23.9,17.28,30.38
2022-12-10,7.2562,24.85,17.47,30.99
2022-12-11,7.5365,24.47,19.0,30.1
2022-12-12,3.6058,23.01,20.42,26.89
2022-12-13,1.8365,21.63,16.99,24.04
2022-12-14,5.7487,20.16,15.42,25.52
2022-12-15,6.8011,21.89,16.48,27.33
2022-12-16,6.114,22.08,16.96,27.01
2022-12-17,6.6355,22.2,16.61,28.11
2022-12-18,6.829,22.63,16.4,28.59
2022-12-19,2.7562,22.69,18.04,27.41
2022-12-20,4.0308,22.18,17.73,27.11
2022-12-21,6.7037,21.09,15.88,27.6
2022-12-22,7.1102,20.89,16.02,27.19
2022-12-23,6.3648,21.67,15.47,27.32
2022-12-24,7.1736,22.76,18.0,28.73
2022-12-25,6.3156,22.39,18.13,26.98
2022-12-26,2.6767,21.76,19.55,24.44
2022-12-27,4.8557,22.99,19.03,27.85
2022-12-28,1.8432,22.47,19.88,26.01
2022-12-29,3.5976,21.4,19.28,23.86
2022-12-30,4.619,23.39,18.62,28.29
2022-12-31,5.3256,23.41,18.72,28.25
2023-01-01,5.1276,23.41,19.14,28.5
2023-01-02,5.2224,23.34,19.05,27.84
2023-01-03,3.149,22.31,18.76,26.14
2023-01-04,4.0637,21.47,18.96,24.95
2023-01-05,3.5957,20.67,17.37,23.85
2023-01-06,2.7521,20.83,15.94,27.26
2023-01-07,3.7013,19.56,15.53,24.31
2023-01-08,2.897,21.32,15.51,27.2
2023-01-09,3.8657,21.27,18.78,24.87
2023-01-10,4.1124,20.84,17.93,23.78
2023-01-11,3.1697,21.26,18.33,24.31
2023-01-12,5.4893,21.3,17.89,24.96
2023-01-13,3.4114,22.22,18.08,26.29
2023-01-14,6.7553,23.14,19.43,27.55
2023-01-15,6.677,23.77,20.16,28.05
2023-01-16,6.9413,24.62,21.14,30.8
2023-01-17,7.9061,23.97,18.13,29.09
2023-01-18,7.411,23.63,20.01,28.83
2023-01-19,6.017,22.87,19.8,26.46
2023-01-20,2.7523,21.63,19.09,25.0
2023-01-21,4.5163,22.44,19.03,26.74
2023-01-22,6.1181,22.09,19.81,26.39
2023-01-23,5.0705,22.46,18.63,27.05
2023-01-24,4.4594,22.78,18.81,27.64
2023-01-25,7.8216,23.93,18.13,30.06
2023-01-26,7.9625,23.54,18.49,30.01
2023-01-27,5.4874,23.81,18.04,29.44
2023-01-28,4.585,22.33,19.69,25.8
2023-01-29,5.1266,21.79,19.49,24.31
2023-01-30,5.245,22.36,18.91,25.95
2023-01-31,5.0554,22.61,19.25,26.43
2023-02-01,4.3877,23.15,19.54,27.32
2023-02-02,3.9691,22.56,19.76,26.15
2023-02-03,5.9856,22.73,19.32,26.74
2023-02-04,6.7346,22.53,19.65,26.35
2023-02-05,6.198,22.53,19.43,26.84
2023-02-06,6.0211,22.82,18.8,27.64
2023-02-07,6.504,23.06,19.14,27.75
2023-02-08,6.4123,22.8,19.29,27.13
2023-02-09,6.8105,23.57,18.25,28.55
2023-02-10,4.2998,22.84,19.24,26.96
2023-02-11,3.8923,21.62,19.34,23.81
2023-02-12,2.2219,21.43,18.42,24.95
2023-02-13,5.1166,21.95,18.28,26.08
2023-02-14,5.2447,23.07,18.76,28.1
2023-02-15,5.7773,23.65,18.67,29.12
2023-02-16,5.7533,22.89,20.07,26.77
2023-02-17,5.4768,23.98,19.9,28.35
2023-02-18,4.9908,22.87,19.47,27.06
2023-02-19,5.3033,20.89,17.57,26.15
2023-02-20,6.8167,22.84,17.29,28.47
2023-02-21,4.2101,22.54,18.86,26.46
2023-02-22,6.1632,22.95,18.53,27.11
2023-02-23,4.2206,22.69,18.64,27.13
2023-02-24,4.4066,22.37,19.04,26.54
2023-02-25,5.6395,23.29,18.83,28.02
2023-02-26,6.1584,23.69,19.75,28.02
2023-02-27,6.3173,23.33,19.3,27.94
2023-02-28,6.4838,22.73,19.83,27.1
2023-03-01,6.2306,23.01,19.11,27.28
2023-03-02,5.4326,23.0,19.29,26.65
2023-03-03,6.1517,23.89,18.81,29.5
2023-03-04,5.3465,23.46,20.54,27.91
2023-03-05,4.4983,22.8,18.8,27.28
2023-03-06,4.573,22.84,19.01,27.39
2023-03-07,5.8999,22.85,19.88,27.0
2023-03-08,4.7839,23.09,18.64,28.04
2023-03-09,5.0815,22.45,18.24,27.59
2023-03-10,4.1597,22.48,18.76,26.97
2023-03-11,4.1518,20.84,18.6,23.59
2023-03-12,4.5574,22.01,19.12,26.81
2023-03-13,3.3559,21.78,19.18,24.85
2023-03-14,4.2758,22.21,18.89,27.01
2023-03-15,5.6119,23.07,18.8,27.97
2023-03-16,6.2496,22.82,19.66,27.88
2023-03-17,5.4142,22.42,17.5,27.86
2023-03-18,6.1836,23.0,17.55,28.36
2023-03-19,5.855,22.83,18.37,27.74
2023-03-20,5.0482,23.38,19.54,27.63
2023-03-21,6.0996,23.57,18.03,29.19
2023-03-22,5.7559,23.16,17.93,29.08
2023-03-23,6.2357,23.05,17.67,28.79
2023-03-24,6.4622,22.9,18.07,28.55
2023-03-25,6.0713,23.45,18.14,28.91
2023-03-26,6.3994,24.13,19.76,28.88
2023-03-27,4.7515,23.76,20.08,29.03
2023-03-28,4.9642,22.69,18.22,27.37
2023-03-29,3.9778,22.77,19.45,26.75
2023-03-30,4.8634,23.01,19.29,27.13
2023-03-31,5.8481,23.07,19.46,27.37
2023-04-01,6.5218,22.48,18.97,27.81
2023-04-02,6.2659,21.41,17.0,27.14
2023-04-03,5.8733,21.48,16.51,26.94
2023-04-04,5.4242,21.62,16.67,26.99
2023-04-05,5.2553,21.81,16.92,28.03
2023-04-06,5.7386,21.65,16.31,27.18
2023-04-07,2.4586,20.88,18.48,24.84
2023-04-08,3.7234,21.12,17.15,25.33
2023-04-09,2.8238,20.98,17.75,25.12
2023-04-10,5.7732,20.84,15.77,27.04
2023-04-11,5.016,20.98,15.69,26.51
2023-04-12,3.3029,21.1,17.13,25.84
2023-04-13,4.5883,22.1,17.67,26.5
2023-04-14,2.8025,21.31,18.09,25.89
2023-04-15,4.4822,21.09,17.56,26.03
2023-04-16,5.479,21.21,15.89,27.51
2023-04-17,4.5917,21.36,16.4,27.29
2023-04-18,3.7822,22.08,19.53,25.8
2023-04-19,4.1986,20.08,14.03,24.05
2023-04-20,5.9942,15.96,11.69,21.82
2023-04-21,6.012,16.58,10.14,24.21
2023-04-22,4.6238,18.79,13.77,25.38
2023-04-23,5.0957,18.55,13.19,25.28
2023-04-24,5.8385,17.98,12.71,25.24
2023-04-25,5.197,18.98,12.69,25.62
2023-04-26,2.3486,20.18,16.12,25.95
2023-04-27,4.7659,20.25,16.02,24.9
2023-04-28,4.3625,19.91,16.08,25.1
2023-04-29,4.1352,19.03,14.3,24.73
2023-04-30,4.5252,19.78,13.4,25.3
2023-05-01,4.7563,19.35,14.72,24.61
2023-05-02,5.1866,19.01,12.97,25.42
2023-05-03,5.3666,19.99,13.75,26.16
2023-05-04,5.3686,20.78,14.6,26.74
2023-05-05,5.2262,21.73,16.52,27.7
2023-05-06,5.069,21.47,15.85,27.48
2023-05-07,4.7395,20.68,15.84,26.79
2023-05-08,4.8847,20.62,14.76,26.75
2023-05-09,3.7181,21.21,16.54,27.12
2023-05-10,3.4186,20.5,16.89,25.51
2023-05-11,4.4974,19.5,14.4,24.68
2023-05-12,4.9716,16.62,11.96,23.53
2023-05-13,5.1804,15.09,9.83,23.05
2023-05-14,5.0755,15.21,8.88,23.14
2023-05-15,5.3292,16.06,10.85,23.47
2023-05-16,5.3904,15.59,9.63,23.8
2023-05-17,5.335,15.38,9.71,23.93
2023-05-18,5.2774,15.69,9.16,24.29
2023-05-19,5.19,15.94,8.91,24.55
2023-05-20,5.1329,15.45,8.66,24.64
2023-05-21,4.8382,16.02,9.87,24.03
2023-05-22,4.1606,17.61,12.7,24.27
2023-05-23,4.2996,17.89,12.27,25.15
2023-05-24,4.0111,17.46,11.86,24.72
2023-05-25,4.1179,18.15,13.36,25.26
2023-05-26,4.663,18.07,13.18,25.41
2023-05-27,4.2271,19.68,13.66,26.49
2023-05-28,3.1817,18.92,14.08,26.17
2023-05-29,3.2225,19.09,14.4,25.57
2023-05-30,2.1648,17.08,14.0,20.97
2023-05-31,1.1129,17.1,14.95,20.86
2023-06-01,3.852,16.75,12.76,22.6
2023-06-02,4.4935,16.77,11.58,23.98
2023-06-03,4.7714,16.34,11.06,24.06
2023-06-04,4.8679,16.32,10.4,24.19
2023-06-05,4.8742,16.09,9.38,23.99
2023-06-06,4.685,15.58,9.8,23.77
2023-06-07,4.6606,16.1,9.96,23.91
2023-06-08,4.6291,16.77,10.29,24.66
2023-06-09,4.6956,17.65,11.15,25.39
2023-06-10,4.698,18.32,12.41,25.7
2023-06-11,3.9391,18.59,12.62,26.31
2023-06-12,3.7058,19.32,12.87,26.83
2023-06-13,2.201,17.8,13.1,25.39
2023-06-14,1.817,17.71,13.4,22.7
2023-06-15,1.4035,17.24,15.6,20.33
2023-06-16,1.8137,14.51,11.3,17.88
2023-06-17,3.8455,12.2,7.11,18.22
2023-06-18,4.6949,11.91,5.29,20.1
2023-06-19,4.3918,13.61,7.0,22.14
2023-06-20,4.5682,14.67,8.96,22.77
2023-06-21,4.6049,15.51,9.6,23.4
2023-06-22,4.5586,15.91,10.46,23.47
2023-06-23,4.0066,16.77,11.45,24.43
2023-06-24,3.8261,17.02,11.82,24.48
2023-06-25,3.9463,17.57,11.52,25.57
2023-06-26,4.6085,17.27,11.03,25.82
2023-06-27,4.6399,17.09,11.15,25.04
2023-06-28,4.5996,17.96,10.94,25.53
2023-06-29,4.3783,17.76,11.38,24.9
2023-06-30,4.4436,17.19,11.48,24.73
2023-07-01,4.4659,16.91,11.06,24.88
2023-07-02,4.5293,16.39,11.24,24.32
2023-07-03,4.7011,15.38,10.25,23.12
2023-07-04,4.745,14.47,8.63,22.85
2023-07-05,4.7455,14.67,8.96,23.15
2023-07-06,4.7546,15.07,9.39,23.48
2023-07-07,4.7136,16.19,8.55,24.66
2023-07-08,4.4669,17.73,10.13,26.02
2023-07-09,3.1985,17.89,14.99,22.46
2023-07-10,3.492,19.82,13.12,27.74
2023-07-11,4.0884,21.15,14.38,28.63
2023-07-12,3.533,20.06,13.76,28.09
2023-07-13,4.0872,19.7,13.75,26.56
2023-07-14,4.685,13.64,8.2,20.27
2023-07-15,4.7414,14.44,6.06,23.86
2023-07-16,3.5371,17.45,9.86,27.2
2023-07-17,3.6053,20.26,14.57,26.44
2023-07-18,4.0121,20.11,14.36,28.36
2023-07-19,3.5016,19.13,13.67,27.26
2023-07-20,4.6877,18.47,12.88,26.4
2023-07-21,4.1191,18.03,12.91,25.75
2023-07-22,4.2218,17.4,12.14,25.34
2023-07-23,4.6385,18.22,11.98,26.22
2023-07-24,4.4364,19.23,12.52,27.4
2023-07-25,4.1184,19.7,13.22,26.41
2023-07-26,4.8125,20.65,14.21,28.34
2023-07-27,4.8144,20.13,13.13,28.67
2023-07-28,4.524,20.22,13.26,29.18
2023-07-29,4.4474,18.9,13.72,26.84
2023-07-30,3.9067,17.95,11.25,26.66
2023-07-31,4.1726,18.74,11.68,27.68
2023-08-01,5.0126,19.73,11.48,29.03
2023-08-02,5.3254,19.6,12.03,29.65
2023-08-03,5.4343,19.97,12.12,30.02
2023-08-04,5.4302,19.59,11.78,29.95
2023-08-05,5.3885,20.17,12.39,30.37
2023-08-06,5.3508,20.66,13.44,30.64
2023-08-07,5.4641,22.56,14.11,31.41
